"STATISTIC","Statistic Label","TLIST(M1)","Month","C02196V02652","State","UNIT","VALUE"
"MSM01C1","Gross Electricity Output","197501","1975M01","-","State","Gigawatt Hours","752"
"MSM01C1","Gross Electricity Output","197502","1975M02","-","State","Gigawatt Hours","653"
"MSM01C1","Gross Electricity Output","197503","1975M03","-","State","Gigawatt Hours","679"
"MSM01C1","Gross Electricity Output","197504","1975M04","-","State","Gigawatt Hours","603"
"MSM01C1","Gross Electricity Output","197505","1975M05","-","State","Gigawatt Hours","550"
"MSM01C1","Gross Electricity Output","197506","1975M06","-","State","Gigawatt Hours","505"
"MSM01C1","Gross Electricity Output","197507","1975M07","-","State","Gigawatt Hours","554"
"MSM01C1","Gross Electricity Output","197508","1975M08","-","State","Gigawatt Hours","503"
"MSM01C1","Gross Electricity Output","197509","1975M09","-","State","Gigawatt Hours","586"
"MSM01C1","Gross Electricity Output","197510","1975M10","-","State","Gigawatt Hours","673"
"MSM01C1","Gross Electricity Output","197511","1975M11","-","State","Gigawatt Hours","719"
"MSM01C1","Gross Electricity Output","197512","1975M12","-","State","Gigawatt Hours","772"
"MSM01C1","Gross Electricity Output","197601","1976M01","-","State","Gigawatt Hours","771"
"MSM01C1","Gross Electricity Output","197602","1976M02","-","State","Gigawatt Hours","737"
"MSM01C1","Gross Electricity Output","197603","1976M03","-","State","Gigawatt Hours","768"
"MSM01C1","Gross Electricity Output","197604","1976M04","-","State","Gigawatt Hours","661"
"MSM01C1","Gross Electricity Output","197605","1976M05","-","State","Gigawatt Hours","649"
"MSM01C1","Gross Electricity Output","197606","1976M06","-","State","Gigawatt Hours","592"
"MSM01C1","Gross Electricity Output","197607","1976M07","-","State","Gigawatt Hours","601"
"MSM01C1","Gross Electricity Output","197608","1976M08","-","State","Gigawatt Hours","579"
"MSM01C1","Gross Electricity Output","197609","1976M09","-","State","Gigawatt Hours","659"
"MSM01C1","Gross Electricity Output","197610","1976M10","-","State","Gigawatt Hours","743"
"MSM01C1","Gross Electricity Output","197611","1976M11","-","State","Gigawatt Hours","803"
"MSM01C1","Gross Electricity Output","197612","1976M12","-","State","Gigawatt Hours","880"
"MSM01C1","Gross Electricity Output","197701","1977M01","-","State","Gigawatt Hours","883"
"MSM01C1","Gross Electricity Output","197702","1977M02","-","State","Gigawatt Hours","802"
"MSM01C1","Gross Electricity Output","197703","1977M03","-","State","Gigawatt Hours","819"
"MSM01C1","Gross Electricity Output","197704","1977M04","-","State","Gigawatt Hours","744"
"MSM01C1","Gross Electricity Output","197705","1977M05","-","State","Gigawatt Hours","698"
"MSM01C1","Gross Electricity Output","197706","1977M06","-","State","Gigawatt Hours","653"
"MSM01C1","Gross Electricity Output","197707","1977M07","-","State","Gigawatt Hours","649"
"MSM01C1","Gross Electricity Output","197708","1977M08","-","State","Gigawatt Hours","634"
"MSM01C1","Gross Electricity Output","197709","1977M09","-","State","Gigawatt Hours","715"
"MSM01C1","Gross Electricity Output","197710","1977M10","-","State","Gigawatt Hours","765"
"MSM01C1","Gross Electricity Output","197711","1977M11","-","State","Gigawatt Hours","879"
"MSM01C1","Gross Electricity Output","197712","1977M12","-","State","Gigawatt Hours","886"
"MSM01C1","Gross Electricity Output","197801","1978M01","-","State","Gigawatt Hours","932"
"MSM01C1","Gross Electricity Output","197802","1978M02","-","State","Gigawatt Hours","870"
"MSM01C1","Gross Electricity Output","197803","1978M03","-","State","Gigawatt Hours","877"
"MSM01C1","Gross Electricity Output","197804","1978M04","-","State","Gigawatt Hours","821"
"MSM01C1","Gross Electricity Output","197805","1978M05","-","State","Gigawatt Hours","775"
"MSM01C1","Gross Electricity Output","197806","1978M06","-","State","Gigawatt Hours","718"
"MSM01C1","Gross Electricity Output","197807","1978M07","-","State","Gigawatt Hours","720"
"MSM01C1","Gross Electricity Output","197808","1978M08","-","State","Gigawatt Hours","688"
"MSM01C1","Gross Electricity Output","197809","1978M09","-","State","Gigawatt Hours","772"
"MSM01C1","Gross Electricity Output","197810","1978M10","-","State","Gigawatt Hours","814"
"MSM01C1","Gross Electricity Output","197811","1978M11","-","State","Gigawatt Hours","880"
"MSM01C1","Gross Electricity Output","197812","1978M12","-","State","Gigawatt Hours","948"
"MSM01C1","Gross Electricity Output","197901","1979M01","-","State","Gigawatt Hours","1064"
"MSM01C1","Gross Electricity Output","197902","1979M02","-","State","Gigawatt Hours","974"
"MSM01C1","Gross Electricity Output","197903","1979M03","-","State","Gigawatt Hours","1013"
"MSM01C1","Gross Electricity Output","197904","1979M04","-","State","Gigawatt Hours","909"
"MSM01C1","Gross Electricity Output","197905","1979M05","-","State","Gigawatt Hours","900"
"MSM01C1","Gross Electricity Output","197906","1979M06","-","State","Gigawatt Hours","773"
"MSM01C1","Gross Electricity Output","197907","1979M07","-","State","Gigawatt Hours","771"
"MSM01C1","Gross Electricity Output","197908","1979M08","-","State","Gigawatt Hours","771"
"MSM01C1","Gross Electricity Output","197909","1979M09","-","State","Gigawatt Hours","823"
"MSM01C1","Gross Electricity Output","197910","1979M10","-","State","Gigawatt Hours","898"
"MSM01C1","Gross Electricity Output","197911","1979M11","-","State","Gigawatt Hours","964"
"MSM01C1","Gross Electricity Output","197912","1979M12","-","State","Gigawatt Hours","993"
"MSM01C1","Gross Electricity Output","198001","1980M01","-","State","Gigawatt Hours","1081"
"MSM01C1","Gross Electricity Output","198002","1980M02","-","State","Gigawatt Hours","964"
"MSM01C1","Gross Electricity Output","198003","1980M03","-","State","Gigawatt Hours","977"
"MSM01C1","Gross Electricity Output","198004","1980M04","-","State","Gigawatt Hours","862"
"MSM01C1","Gross Electricity Output","198005","1980M05","-","State","Gigawatt Hours","856"
"MSM01C1","Gross Electricity Output","198006","1980M06","-","State","Gigawatt Hours","784"
"MSM01C1","Gross Electricity Output","198007","1980M07","-","State","Gigawatt Hours","807"
"MSM01C1","Gross Electricity Output","198008","1980M08","-","State","Gigawatt Hours","745"
"MSM01C1","Gross Electricity Output","198009","1980M09","-","State","Gigawatt Hours","806"
"MSM01C1","Gross Electricity Output","198010","1980M10","-","State","Gigawatt Hours","916"
"MSM01C1","Gross Electricity Output","198011","1980M11","-","State","Gigawatt Hours","948"
"MSM01C1","Gross Electricity Output","198012","1980M12","-","State","Gigawatt Hours","987"
"MSM01C1","Gross Electricity Output","198101","1981M01","-","State","Gigawatt Hours","1004"
"MSM01C1","Gross Electricity Output","198102","1981M02","-","State","Gigawatt Hours","924"
"MSM01C1","Gross Electricity Output","198103","1981M03","-","State","Gigawatt Hours","957"
"MSM01C1","Gross Electricity Output","198104","1981M04","-","State","Gigawatt Hours","870"
"MSM01C1","Gross Electricity Output","198105","1981M05","-","State","Gigawatt Hours","871"
"MSM01C1","Gross Electricity Output","198106","1981M06","-","State","Gigawatt Hours","805"
"MSM01C1","Gross Electricity Output","198107","1981M07","-","State","Gigawatt Hours","817"
"MSM01C1","Gross Electricity Output","198108","1981M08","-","State","Gigawatt Hours","755"
"MSM01C1","Gross Electricity Output","198109","1981M09","-","State","Gigawatt Hours","836"
"MSM01C1","Gross Electricity Output","198110","1981M10","-","State","Gigawatt Hours","940"
"MSM01C1","Gross Electricity Output","198111","1981M11","-","State","Gigawatt Hours","954"
"MSM01C1","Gross Electricity Output","198112","1981M12","-","State","Gigawatt Hours","1034"
"MSM01C1","Gross Electricity Output","198201","1982M01","-","State","Gigawatt Hours","1035"
"MSM01C1","Gross Electricity Output","198202","1982M02","-","State","Gigawatt Hours","924"
"MSM01C1","Gross Electricity Output","198203","1982M03","-","State","Gigawatt Hours","995"
"MSM01C1","Gross Electricity Output","198204","1982M04","-","State","Gigawatt Hours","852"
"MSM01C1","Gross Electricity Output","198205","1982M05","-","State","Gigawatt Hours","871"
"MSM01C1","Gross Electricity Output","198206","1982M06","-","State","Gigawatt Hours","791"
"MSM01C1","Gross Electricity Output","198207","1982M07","-","State","Gigawatt Hours","808"
"MSM01C1","Gross Electricity Output","198208","1982M08","-","State","Gigawatt Hours","781"
"MSM01C1","Gross Electricity Output","198209","1982M09","-","State","Gigawatt Hours","836"
"MSM01C1","Gross Electricity Output","198210","1982M10","-","State","Gigawatt Hours","912"
"MSM01C1","Gross Electricity Output","198211","1982M11","-","State","Gigawatt Hours","977"
"MSM01C1","Gross Electricity Output","198212","1982M12","-","State","Gigawatt Hours","1010"
"MSM01C1","Gross Electricity Output","198301","1983M01","-","State","Gigawatt Hours","1015"
"MSM01C1","Gross Electricity Output","198302","1983M02","-","State","Gigawatt Hours","976"
"MSM01C1","Gross Electricity Output","198303","1983M03","-","State","Gigawatt Hours","999"
"MSM01C1","Gross Electricity Output","198304","1983M04","-","State","Gigawatt Hours","916"
"MSM01C1","Gross Electricity Output","198305","1983M05","-","State","Gigawatt Hours","910"
"MSM01C1","Gross Electricity Output","198306","1983M06","-","State","Gigawatt Hours","824"
"MSM01C1","Gross Electricity Output","198307","1983M07","-","State","Gigawatt Hours","808"
"MSM01C1","Gross Electricity Output","198308","1983M08","-","State","Gigawatt Hours","790"
"MSM01C1","Gross Electricity Output","198309","1983M09","-","State","Gigawatt Hours","872"
"MSM01C1","Gross Electricity Output","198310","1983M10","-","State","Gigawatt Hours","934"
"MSM01C1","Gross Electricity Output","198311","1983M11","-","State","Gigawatt Hours","990"
"MSM01C1","Gross Electricity Output","198312","1983M12","-","State","Gigawatt Hours","1005"
"MSM01C1","Gross Electricity Output","198401","1984M01","-","State","Gigawatt Hours","1081"
"MSM01C1","Gross Electricity Output","198402","1984M02","-","State","Gigawatt Hours","1013"
"MSM01C1","Gross Electricity Output","198403","1984M03","-","State","Gigawatt Hours","1042"
"MSM01C1","Gross Electricity Output","198404","1984M04","-","State","Gigawatt Hours","912"
"MSM01C1","Gross Electricity Output","198405","1984M05","-","State","Gigawatt Hours","917"
"MSM01C1","Gross Electricity Output","198406","1984M06","-","State","Gigawatt Hours","843"
"MSM01C1","Gross Electricity Output","198407","1984M07","-","State","Gigawatt Hours","844"
"MSM01C1","Gross Electricity Output","198408","1984M08","-","State","Gigawatt Hours","835"
"MSM01C1","Gross Electricity Output","198409","1984M09","-","State","Gigawatt Hours","883"
"MSM01C1","Gross Electricity Output","198410","1984M10","-","State","Gigawatt Hours","982"
"MSM01C1","Gross Electricity Output","198411","1984M11","-","State","Gigawatt Hours","1042"
"MSM01C1","Gross Electricity Output","198412","1984M12","-","State","Gigawatt Hours","1030"
"MSM01C1","Gross Electricity Output","198501","1985M01","-","State","Gigawatt Hours","1159"
"MSM01C1","Gross Electricity Output","198502","1985M02","-","State","Gigawatt Hours","1019"
"MSM01C1","Gross Electricity Output","198503","1985M03","-","State","Gigawatt Hours","1081"
"MSM01C1","Gross Electricity Output","198504","1985M04","-","State","Gigawatt Hours","959"
"MSM01C1","Gross Electricity Output","198505","1985M05","-","State","Gigawatt Hours","977"
"MSM01C1","Gross Electricity Output","198506","1985M06","-","State","Gigawatt Hours","882"
"MSM01C1","Gross Electricity Output","198507","1985M07","-","State","Gigawatt Hours","906"
"MSM01C1","Gross Electricity Output","198508","1985M08","-","State","Gigawatt Hours","879"
"MSM01C1","Gross Electricity Output","198509","1985M09","-","State","Gigawatt Hours","920"
"MSM01C1","Gross Electricity Output","198510","1985M10","-","State","Gigawatt Hours","999"
"MSM01C1","Gross Electricity Output","198511","1985M11","-","State","Gigawatt Hours","1082"
"MSM01C1","Gross Electricity Output","198512","1985M12","-","State","Gigawatt Hours","1056"
"MSM01C1","Gross Electricity Output","198601","1986M01","-","State","Gigawatt Hours","1158"
"MSM01C1","Gross Electricity Output","198602","1986M02","-","State","Gigawatt Hours","1099"
"MSM01C1","Gross Electricity Output","198603","1986M03","-","State","Gigawatt Hours","1099"
"MSM01C1","Gross Electricity Output","198604","1986M04","-","State","Gigawatt Hours","1059"
"MSM01C1","Gross Electricity Output","198605","1986M05","-","State","Gigawatt Hours","1016"
"MSM01C1","Gross Electricity Output","198606","1986M06","-","State","Gigawatt Hours","921"
"MSM01C1","Gross Electricity Output","198607","1986M07","-","State","Gigawatt Hours","937"
"MSM01C1","Gross Electricity Output","198608","1986M08","-","State","Gigawatt Hours","897"
"MSM01C1","Gross Electricity Output","198609","1986M09","-","State","Gigawatt Hours","980"
"MSM01C1","Gross Electricity Output","198610","1986M10","-","State","Gigawatt Hours","1062"
"MSM01C1","Gross Electricity Output","198611","1986M11","-","State","Gigawatt Hours","1101"
"MSM01C1","Gross Electricity Output","198612","1986M12","-","State","Gigawatt Hours","1137"
"MSM01C1","Gross Electricity Output","198701","1987M01","-","State","Gigawatt Hours","1220"
"MSM01C1","Gross Electricity Output","198702","1987M02","-","State","Gigawatt Hours","1091"
"MSM01C1","Gross Electricity Output","198703","1987M03","-","State","Gigawatt Hours","1155"
"MSM01C1","Gross Electricity Output","198704","1987M04","-","State","Gigawatt Hours","1045"
"MSM01C1","Gross Electricity Output","198705","1987M05","-","State","Gigawatt Hours","994"
"MSM01C1","Gross Electricity Output","198706","1987M06","-","State","Gigawatt Hours","976"
"MSM01C1","Gross Electricity Output","198707","1987M07","-","State","Gigawatt Hours","984"
"MSM01C1","Gross Electricity Output","198708","1987M08","-","State","Gigawatt Hours","954"
"MSM01C1","Gross Electricity Output","198709","1987M09","-","State","Gigawatt Hours","1018"
"MSM01C1","Gross Electricity Output","198710","1987M10","-","State","Gigawatt Hours","1119"
"MSM01C1","Gross Electricity Output","198711","1987M11","-","State","Gigawatt Hours","1145"
"MSM01C1","Gross Electricity Output","198712","1987M12","-","State","Gigawatt Hours","1165"
"MSM01C1","Gross Electricity Output","198801","1988M01","-","State","Gigawatt Hours","1196"
"MSM01C1","Gross Electricity Output","198802","1988M02","-","State","Gigawatt Hours","1145"
"MSM01C1","Gross Electricity Output","198803","1988M03","-","State","Gigawatt Hours","1175"
"MSM01C1","Gross Electricity Output","198804","1988M04","-","State","Gigawatt Hours","1020"
"MSM01C1","Gross Electricity Output","198805","1988M05","-","State","Gigawatt Hours","1047"
"MSM01C1","Gross Electricity Output","198806","1988M06","-","State","Gigawatt Hours","976"
"MSM01C1","Gross Electricity Output","198807","1988M07","-","State","Gigawatt Hours","975"
"MSM01C1","Gross Electricity Output","198808","1988M08","-","State","Gigawatt Hours","989"
"MSM01C1","Gross Electricity Output","198809","1988M09","-","State","Gigawatt Hours","1049"
"MSM01C1","Gross Electricity Output","198810","1988M10","-","State","Gigawatt Hours","1134"
"MSM01C1","Gross Electricity Output","198811","1988M11","-","State","Gigawatt Hours","1178"
"MSM01C1","Gross Electricity Output","198812","1988M12","-","State","Gigawatt Hours","1184"
"MSM01C1","Gross Electricity Output","198901","1989M01","-","State","Gigawatt Hours","1201"
"MSM01C1","Gross Electricity Output","198902","1989M02","-","State","Gigawatt Hours","1117"
"MSM01C1","Gross Electricity Output","198903","1989M03","-","State","Gigawatt Hours","1204"
"MSM01C1","Gross Electricity Output","198904","1989M04","-","State","Gigawatt Hours","1135"
"MSM01C1","Gross Electricity Output","198905","1989M05","-","State","Gigawatt Hours","1093"
"MSM01C1","Gross Electricity Output","198906","1989M06","-","State","Gigawatt Hours","1022"
"MSM01C1","Gross Electricity Output","198907","1989M07","-","State","Gigawatt Hours","1026"
"MSM01C1","Gross Electricity Output","198908","1989M08","-","State","Gigawatt Hours","1044"
"MSM01C1","Gross Electricity Output","198909","1989M09","-","State","Gigawatt Hours","1090"
"MSM01C1","Gross Electricity Output","198910","1989M10","-","State","Gigawatt Hours","1176"
"MSM01C1","Gross Electricity Output","198911","1989M11","-","State","Gigawatt Hours","1245"
"MSM01C1","Gross Electricity Output","198912","1989M12","-","State","Gigawatt Hours","1287"
"MSM01C1","Gross Electricity Output","199001","1990M01","-","State","Gigawatt Hours","1306"
"MSM01C1","Gross Electricity Output","199002","1990M02","-","State","Gigawatt Hours","1205"
"MSM01C1","Gross Electricity Output","199003","1990M03","-","State","Gigawatt Hours","1271"
"MSM01C1","Gross Electricity Output","199004","1990M04","-","State","Gigawatt Hours","1169"
"MSM01C1","Gross Electricity Output","199005","1990M05","-","State","Gigawatt Hours","1142"
"MSM01C1","Gross Electricity Output","199006","1990M06","-","State","Gigawatt Hours","1057"
"MSM01C1","Gross Electricity Output","199007","1990M07","-","State","Gigawatt Hours","1064"
"MSM01C1","Gross Electricity Output","199008","1990M08","-","State","Gigawatt Hours","1078"
"MSM01C1","Gross Electricity Output","199009","1990M09","-","State","Gigawatt Hours","1130"
"MSM01C1","Gross Electricity Output","199010","1990M10","-","State","Gigawatt Hours","1248"
"MSM01C1","Gross Electricity Output","199011","1990M11","-","State","Gigawatt Hours","1312"
"MSM01C1","Gross Electricity Output","199012","1990M12","-","State","Gigawatt Hours","1343"
"MSM01C1","Gross Electricity Output","199101","1991M01","-","State","Gigawatt Hours","1423"
"MSM01C1","Gross Electricity Output","199102","1991M02","-","State","Gigawatt Hours","1297"
"MSM01C1","Gross Electricity Output","199103","1991M03","-","State","Gigawatt Hours","1298"
"MSM01C1","Gross Electricity Output","199104","1991M04","-","State","Gigawatt Hours","1187"
"MSM01C1","Gross Electricity Output","199105","1991M05","-","State","Gigawatt Hours","1197"
"MSM01C1","Gross Electricity Output","199106","1991M06","-","State","Gigawatt Hours","1100"
"MSM01C1","Gross Electricity Output","199107","1991M07","-","State","Gigawatt Hours","1162"
"MSM01C1","Gross Electricity Output","199108","1991M08","-","State","Gigawatt Hours","1122"
"MSM01C1","Gross Electricity Output","199109","1991M09","-","State","Gigawatt Hours","1171"
"MSM01C1","Gross Electricity Output","199110","1991M10","-","State","Gigawatt Hours","1305"
"MSM01C1","Gross Electricity Output","199111","1991M11","-","State","Gigawatt Hours","1369"
"MSM01C1","Gross Electricity Output","199112","1991M12","-","State","Gigawatt Hours","1359"
"MSM01C1","Gross Electricity Output","199201","1992M01","-","State","Gigawatt Hours","1533"
"MSM01C1","Gross Electricity Output","199202","1992M02","-","State","Gigawatt Hours","1311"
"MSM01C1","Gross Electricity Output","199203","1992M03","-","State","Gigawatt Hours","1343"
"MSM01C1","Gross Electricity Output","199204","1992M04","-","State","Gigawatt Hours","1270"
"MSM01C1","Gross Electricity Output","199205","1992M05","-","State","Gigawatt Hours","1230"
"MSM01C1","Gross Electricity Output","199206","1992M06","-","State","Gigawatt Hours","1144"
"MSM01C1","Gross Electricity Output","199207","1992M07","-","State","Gigawatt Hours","1189"
"MSM01C1","Gross Electricity Output","199208","1992M08","-","State","Gigawatt Hours","1161"
"MSM01C1","Gross Electricity Output","199209","1992M09","-","State","Gigawatt Hours","1252"
"MSM01C1","Gross Electricity Output","199210","1992M10","-","State","Gigawatt Hours","1386"
"MSM01C1","Gross Electricity Output","199211","1992M11","-","State","Gigawatt Hours","1415"
"MSM01C1","Gross Electricity Output","199212","1992M12","-","State","Gigawatt Hours","1448"
"MSM01C1","Gross Electricity Output","199301","1993M01","-","State","Gigawatt Hours","1460"
"MSM01C1","Gross Electricity Output","199302","1993M02","-","State","Gigawatt Hours","1323"
"MSM01C1","Gross Electricity Output","199303","1993M03","-","State","Gigawatt Hours","1456"
"MSM01C1","Gross Electricity Output","199304","1993M04","-","State","Gigawatt Hours","1302"
"MSM01C1","Gross Electricity Output","199305","1993M05","-","State","Gigawatt Hours","1298"
"MSM01C1","Gross Electricity Output","199306","1993M06","-","State","Gigawatt Hours","1210"
"MSM01C1","Gross Electricity Output","199307","1993M07","-","State","Gigawatt Hours","1214"
"MSM01C1","Gross Electricity Output","199308","1993M08","-","State","Gigawatt Hours","1204"
"MSM01C1","Gross Electricity Output","199309","1993M09","-","State","Gigawatt Hours","1308"
"MSM01C1","Gross Electricity Output","199310","1993M10","-","State","Gigawatt Hours","1418"
"MSM01C1","Gross Electricity Output","199311","1993M11","-","State","Gigawatt Hours","1472"
"MSM01C1","Gross Electricity Output","199312","1993M12","-","State","Gigawatt Hours","1496"
"MSM01C1","Gross Electricity Output","199401","1994M01","-","State","Gigawatt Hours","1533"
"MSM01C1","Gross Electricity Output","199402","1994M02","-","State","Gigawatt Hours","1437"
"MSM01C1","Gross Electricity Output","199403","1994M03","-","State","Gigawatt Hours","1514"
"MSM01C1","Gross Electricity Output","199404","1994M04","-","State","Gigawatt Hours","1387"
"MSM01C1","Gross Electricity Output","199405","1994M05","-","State","Gigawatt Hours","1360"
"MSM01C1","Gross Electricity Output","199406","1994M06","-","State","Gigawatt Hours","1269"
"MSM01C1","Gross Electricity Output","199407","1994M07","-","State","Gigawatt Hours","1258"
"MSM01C1","Gross Electricity Output","199408","1994M08","-","State","Gigawatt Hours","1280"
"MSM01C1","Gross Electricity Output","199409","1994M09","-","State","Gigawatt Hours","1336"
"MSM01C1","Gross Electricity Output","199410","1994M10","-","State","Gigawatt Hours","1445"
"MSM01C1","Gross Electricity Output","199411","1994M11","-","State","Gigawatt Hours","1491"
"MSM01C1","Gross Electricity Output","199412","1994M12","-","State","Gigawatt Hours","1534"
"MSM01C1","Gross Electricity Output","199501","1995M01","-","State","Gigawatt Hours","1617"
"MSM01C1","Gross Electricity Output","199502","1995M02","-","State","Gigawatt Hours","1455"
"MSM01C1","Gross Electricity Output","199503","1995M03","-","State","Gigawatt Hours","1602"
"MSM01C1","Gross Electricity Output","199504","1995M04","-","State","Gigawatt Hours","1397"
"MSM01C1","Gross Electricity Output","199505","1995M05","-","State","Gigawatt Hours","1423"
"MSM01C1","Gross Electricity Output","199506","1995M06","-","State","Gigawatt Hours","1331"
"MSM01C1","Gross Electricity Output","199507","1995M07","-","State","Gigawatt Hours","1337"
"MSM01C1","Gross Electricity Output","199508","1995M08","-","State","Gigawatt Hours","1350"
"MSM01C1","Gross Electricity Output","199509","1995M09","-","State","Gigawatt Hours","1393"
"MSM01C1","Gross Electricity Output","199510","1995M10","-","State","Gigawatt Hours","1490"
"MSM01C1","Gross Electricity Output","199511","1995M11","-","State","Gigawatt Hours","1567"
"MSM01C1","Gross Electricity Output","199512","1995M12","-","State","Gigawatt Hours","1636"
"MSM01C1","Gross Electricity Output","199601","1996M01","-","State","Gigawatt Hours","1723"
"MSM01C1","Gross Electricity Output","199602","1996M02","-","State","Gigawatt Hours","1660"
"MSM01C1","Gross Electricity Output","199603","1996M03","-","State","Gigawatt Hours","1701"
"MSM01C1","Gross Electricity Output","199604","1996M04","-","State","Gigawatt Hours","1524"
"MSM01C1","Gross Electricity Output","199605","1996M05","-","State","Gigawatt Hours","1544"
"MSM01C1","Gross Electricity Output","199606","1996M06","-","State","Gigawatt Hours","1387"
"MSM01C1","Gross Electricity Output","199607","1996M07","-","State","Gigawatt Hours","1435"
"MSM01C1","Gross Electricity Output","199608","1996M08","-","State","Gigawatt Hours","1428"
"MSM01C1","Gross Electricity Output","199609","1996M09","-","State","Gigawatt Hours","1453"
"MSM01C1","Gross Electricity Output","199610","1996M10","-","State","Gigawatt Hours","1619"
"MSM01C1","Gross Electricity Output","199611","1996M11","-","State","Gigawatt Hours","1715"
"MSM01C1","Gross Electricity Output","199612","1996M12","-","State","Gigawatt Hours","1746"
"MSM01C1","Gross Electricity Output","199701","1997M01","-","State","Gigawatt Hours","1833"
"MSM01C1","Gross Electricity Output","199702","1997M02","-","State","Gigawatt Hours","1608"
"MSM01C1","Gross Electricity Output","199703","1997M03","-","State","Gigawatt Hours","1675"
"MSM01C1","Gross Electricity Output","199704","1997M04","-","State","Gigawatt Hours","1575"
"MSM01C1","Gross Electricity Output","199705","1997M05","-","State","Gigawatt Hours","1571"
"MSM01C1","Gross Electricity Output","199706","1997M06","-","State","Gigawatt Hours","1481"
"MSM01C1","Gross Electricity Output","199707","1997M07","-","State","Gigawatt Hours","1525"
"MSM01C1","Gross Electricity Output","199708","1997M08","-","State","Gigawatt Hours","1503"
"MSM01C1","Gross Electricity Output","199709","1997M09","-","State","Gigawatt Hours","1556"
"MSM01C1","Gross Electricity Output","199710","1997M10","-","State","Gigawatt Hours","1702"
"MSM01C1","Gross Electricity Output","199711","1997M11","-","State","Gigawatt Hours","1738"
"MSM01C1","Gross Electricity Output","199712","1997M12","-","State","Gigawatt Hours","1784"
"MSM01C1","Gross Electricity Output","199801","1998M01","-","State","Gigawatt Hours","1865"
"MSM01C1","Gross Electricity Output","199802","1998M02","-","State","Gigawatt Hours","1653"
"MSM01C1","Gross Electricity Output","199803","1998M03","-","State","Gigawatt Hours","1788"
"MSM01C1","Gross Electricity Output","199804","1998M04","-","State","Gigawatt Hours","1706"
"MSM01C1","Gross Electricity Output","199805","1998M05","-","State","Gigawatt Hours","1637"
"MSM01C1","Gross Electricity Output","199806","1998M06","-","State","Gigawatt Hours","1572"
"MSM01C1","Gross Electricity Output","199807","1998M07","-","State","Gigawatt Hours","1602"
"MSM01C1","Gross Electricity Output","199808","1998M08","-","State","Gigawatt Hours","1560"
"MSM01C1","Gross Electricity Output","199809","1998M09","-","State","Gigawatt Hours","1634"
"MSM01C1","Gross Electricity Output","199810","1998M10","-","State","Gigawatt Hours","1741"
"MSM01C1","Gross Electricity Output","199811","1998M11","-","State","Gigawatt Hours","1848"
"MSM01C1","Gross Electricity Output","199812","1998M12","-","State","Gigawatt Hours","1879"
"MSM01C1","Gross Electricity Output","199901","1999M01","-","State","Gigawatt Hours","1954"
"MSM01C1","Gross Electricity Output","199902","1999M02","-","State","Gigawatt Hours","1765"
"MSM01C1","Gross Electricity Output","199903","1999M03","-","State","Gigawatt Hours","1913"
"MSM01C1","Gross Electricity Output","199904","1999M04","-","State","Gigawatt Hours","1761"
"MSM01C1","Gross Electricity Output","199905","1999M05","-","State","Gigawatt Hours","1714"
"MSM01C1","Gross Electricity Output","199906","1999M06","-","State","Gigawatt Hours","1611"
"MSM01C1","Gross Electricity Output","199907","1999M07","-","State","Gigawatt Hours","1623"
"MSM01C1","Gross Electricity Output","199908","1999M08","-","State","Gigawatt Hours","1640"
"MSM01C1","Gross Electricity Output","199909","1999M09","-","State","Gigawatt Hours","1553"
"MSM01C1","Gross Electricity Output","199910","1999M10","-","State","Gigawatt Hours","1791"
"MSM01C1","Gross Electricity Output","199911","1999M11","-","State","Gigawatt Hours","1916"
"MSM01C1","Gross Electricity Output","199912","1999M12","-","State","Gigawatt Hours","2037"
"MSM01C1","Gross Electricity Output","200001","2000M01","-","State","Gigawatt Hours","2067"
"MSM01C1","Gross Electricity Output","200002","2000M02","-","State","Gigawatt Hours","1938"
"MSM01C1","Gross Electricity Output","200003","2000M03","-","State","Gigawatt Hours","1979"
"MSM01C1","Gross Electricity Output","200004","2000M04","-","State","Gigawatt Hours","1883"
"MSM01C1","Gross Electricity Output","200005","2000M05","-","State","Gigawatt Hours","1809"
"MSM01C1","Gross Electricity Output","200006","2000M06","-","State","Gigawatt Hours","1736"
"MSM01C1","Gross Electricity Output","200007","2000M07","-","State","Gigawatt Hours","1765"
"MSM01C1","Gross Electricity Output","200008","2000M08","-","State","Gigawatt Hours","1775"
"MSM01C1","Gross Electricity Output","200009","2000M09","-","State","Gigawatt Hours","1816"
"MSM01C1","Gross Electricity Output","200010","2000M10","-","State","Gigawatt Hours","1982"
"MSM01C1","Gross Electricity Output","200011","2000M11","-","State","Gigawatt Hours","2055"
"MSM01C1","Gross Electricity Output","200012","2000M12","-","State","Gigawatt Hours","2115"
"MSM01C1","Gross Electricity Output","200101","2001M01","-","State","Gigawatt Hours","2279"
"MSM01C1","Gross Electricity Output","200102","2001M02","-","State","Gigawatt Hours","2063"
"MSM01C1","Gross Electricity Output","200103","2001M03","-","State","Gigawatt Hours","2213"
"MSM01C1","Gross Electricity Output","200104","2001M04","-","State","Gigawatt Hours","2007"
"MSM01C1","Gross Electricity Output","200105","2001M05","-","State","Gigawatt Hours","1960"
"MSM01C1","Gross Electricity Output","200106","2001M06","-","State","Gigawatt Hours","1843"
"MSM01C1","Gross Electricity Output","200107","2001M07","-","State","Gigawatt Hours","1877"
